OC_ANO,OC_MES,OC_DIA_SEMANA,OC_DIA_SEMANA_TXT,OC_DIA,OC_PERIODO_DIA,OC_PERIODO_DIA_TXT,OC_BAIRRO,OC_BAIRRO_TXT,OC_SUBCATEGORIA,OC_SUBCATEGORIA_TXT
2016,4,7,7-SABADO,23,2,2-TARDE,54,BARREIRINHA,5,Vandalismo
2018,8,4,4-QUARTA,15,1,1-MANHA,9,CIDADE INDUSTRIAL,8,Desordem
2015,8,7,7-SABADO,22,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2020,11,7,7-SABADO,7,2,2-TARDE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2016,11,1,1-DOMINGO,20,4,4-MADRUGADA,23,SÃO FRANCISCO,5,Vandalismo
2016,2,7,7-SABADO,6,4,4-MADRUGADA,21,CAMPINA DO SIQUEIRA,4,Pichação
2018,8,7,7-SABADO,18,2,2-TARDE,4,TATUQUARA,3,Disparo de Alarme (violação)
2017,12,4,4-QUARTA,20,2,2-TARDE,62,JARDIM DAS AMÉRICAS,9,Uso de substância ilícita
2019,11,2,2-SEGUNDA,25,1,1-MANHA,31,UBERABA,1,Transporte Coletivo
2016,1,7,7-SABADO,23,3,3-NOITE,26,CAMPO COMPRIDO,1,Transporte Coletivo
2017,11,1,1-DOMINGO,19,2,2-TARDE,9,CIDADE INDUSTRIAL,6,Arrombamento
2019,1,4,4-QUARTA,30,1,1-MANHA,23,SÃO FRANCISCO,9,Uso de substância ilícita
2020,10,7,7-SABADO,17,2,2-TARDE,37,FANNY,10,Estacionamento irregular
2015,9,3,3-TERCA,1,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2017,3,2,2-SEGUNDA,13,4,4-MADRUGADA,25,SÍTIO CERCADO,8,Desordem
2016,5,7,7-SABADO,14,4,4-MADRUGADA,5,CENTRO,4,Pichação
2019,9,1,1-DOMINGO,15,2,2-TARDE,19,BOQUEIRÃO,6,Arrombamento
2017,10,7,7-SABADO,14,2,2-TARDE,19,BOQUEIRÃO,7,Invasão de equipamento/patrimônio público
2019,11,2,2-SEGUNDA,18,1,1-MANHA,48,PILARZINHO,4,Pichação
2016,12,4,4-QUARTA,28,3,3-NOITE,4,TATUQUARA,6,Arrombamento
2015,9,1,1-DOMINGO,20,1,1-MANHA,12,ALTO BOQUEIRÃO,5,Vandalismo
2016,1,3,3-TERCA,12,3,3-NOITE,9,CIDADE INDUSTRIAL,6,Arrombamento
2016,1,5,5-QUINTA,21,1,1-MANHA,30,CAJURU,6,Arrombamento
2017,2,4,4-QUARTA,1,4,4-MADRUGADA,31,UBERABA,6,Arrombamento
2020,5,5,5-QUINTA,14,2,2-TARDE,44,AUGUSTA,7,Invasão de equipamento/patrimônio público
2017,11,5,5-QUINTA,23,3,3-NOITE,1,XAXIM,4,Pichação
2020,7,4,4-QUARTA,8,3,3-NOITE,19,BOQUEIRÃO,10,Estacionamento irregular
2019,2,2,2-SEGUNDA,11,2,2-TARDE,5,CENTRO,6,Arrombamento
2019,10,2,2-SEGUNDA,7,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2015,11,4,4-QUARTA,11,1,1-MANHA,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2020,5,5,5-QUINTA,21,2,2-TARDE,25,SÍTIO CERCADO,10,Estacionamento irregular
2016,5,6,6-SEXTA,20,2,2-TARDE,11,PAROLIN,7,Invasão de equipamento/patrimônio público
2017,6,3,3-TERCA,20,3,3-NOITE,59,PRADO VELHO,1,Transporte Coletivo
2019,6,4,4-QUARTA,5,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2020,10,2,2-SEGUNDA,26,3,3-NOITE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2017,2,4,4-QUARTA,22,2,2-TARDE,12,ALTO BOQUEIRÃO,7,Invasão de equipamento/patrimônio público
2015,12,6,6-SEXTA,25,3,3-NOITE,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2020,8,3,3-TERCA,25,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2020,9,1,1-DOMINGO,20,1,1-MANHA,5,CENTRO,10,Estacionamento irregular
2017,1,6,6-SEXTA,20,2,2-TARDE,6,ABRANCHES,7,Invasão de equipamento/patrimônio público
2016,2,6,6-SEXTA,26,3,3-NOITE,4,TATUQUARA,3,Disparo de Alarme (violação)
2018,4,2,2-SEGUNDA,23,4,4-MADRUGADA,69,UMBARÁ,6,Arrombamento
2017,12,4,4-QUARTA,13,3,3-NOITE,31,UBERABA,6,Arrombamento
2018,5,3,3-TERCA,8,1,1-MANHA,21,CAMPINA DO SIQUEIRA,8,Desordem
2020,8,3,3-TERCA,18,2,2-TARDE,12,ALTO BOQUEIRÃO,9,Uso de substância ilícita
2019,5,1,1-DOMINGO,19,2,2-TARDE,2,ALTO DA RUA XV,8,Desordem
2017,3,4,4-QUARTA,15,3,3-NOITE,55,SANTA FELICIDADE,4,Pichação
2020,6,7,7-SABADO,27,3,3-NOITE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2020,3,4,4-QUARTA,11,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2015,8,1,1-DOMINGO,2,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,8,Desordem
2018,9,4,4-QUARTA,5,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2018,1,5,5-QUINTA,25,3,3-NOITE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2020,12,1,1-DOMINGO,13,1,1-MANHA,5,CENTRO,5,Vandalismo
2015,11,6,6-SEXTA,27,3,3-NOITE,33,HAUER,1,Transporte Coletivo
2019,9,2,2-SEGUNDA,9,2,2-TARDE,64,BIGORRILHO,9,Uso de substância ilícita
2015,7,1,1-DOMINGO,5,1,1-MANHA,5,CENTRO,4,Pichação
2015,5,4,4-QUARTA,6,4,4-MADRUGADA,1,XAXIM,6,Arrombamento
2016,6,2,2-SEGUNDA,20,1,1-MANHA,23,SÃO FRANCISCO,4,Pichação
2018,2,1,1-DOMINGO,11,4,4-MADRUGADA,25,SÍTIO CERCADO,6,Arrombamento
2016,2,7,7-SABADO,6,3,3-NOITE,9,CIDADE INDUSTRIAL,1,Transporte Coletivo
2019,3,3,3-TERCA,19,3,3-NOITE,41,BACACHERI,9,Uso de substância ilícita
2015,3,6,6-SEXTA,20,3,3-NOITE,25,SÍTIO CERCADO,5,Vandalismo
2018,2,2,2-SEGUNDA,5,3,3-NOITE,25,SÍTIO CERCADO,5,Vandalismo
2016,7,1,1-DOMINGO,10,4,4-MADRUGADA,5,CENTRO,8,Desordem
2015,3,1,1-DOMINGO,22,4,4-MADRUGADA,5,CENTRO,4,Pichação
2017,4,7,7-SABADO,22,2,2-TARDE,1,XAXIM,7,Invasão de equipamento/patrimônio público
2016,11,5,5-QUINTA,24,2,2-TARDE,11,PAROLIN,4,Pichação
2016,8,4,4-QUARTA,17,2,2-TARDE,25,SÍTIO CERCADO,1,Transporte Coletivo
2020,11,7,7-SABADO,21,4,4-MADRUGADA,31,UBERABA,5,Vandalismo
2019,5,3,3-TERCA,14,2,2-TARDE,4,TATUQUARA,10,Estacionamento irregular
2016,5,7,7-SABADO,21,2,2-TARDE,53,GUAÍRA,1,Transporte Coletivo
2015,8,3,3-TERCA,25,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,1,Transporte Coletivo
2016,11,3,3-TERCA,15,3,3-NOITE,12,ALTO BOQUEIRÃO,6,Arrombamento
2018,1,1,1-DOMINGO,21,4,4-MADRUGADA,12,ALTO BOQUEIRÃO,6,Arrombamento
2018,9,2,2-SEGUNDA,10,3,3-NOITE,28,PORTÃO,1,Transporte Coletivo
2020,2,1,1-DOMINGO,9,3,3-NOITE,7,REBOUÇAS,7,Invasão de equipamento/patrimônio público
2018,4,1,1-DOMINGO,22,4,4-MADRUGADA,4,TATUQUARA,4,Pichação
2016,6,6,6-SEXTA,10,4,4-MADRUGADA,50,CABRAL,5,Vandalismo
2015,1,2,2-SEGUNDA,19,3,3-NOITE,54,BARREIRINHA,4,Pichação
2017,10,1,1-DOMINGO,29,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2015,7,6,6-SEXTA,17,2,2-TARDE,31,UBERABA,6,Arrombamento
2020,6,2,2-SEGUNDA,22,2,2-TARDE,55,SANTA FELICIDADE,10,Estacionamento irregular
2020,10,2,2-SEGUNDA,26,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2020,5,1,1-DOMINGO,3,2,2-TARDE,34,SÃO JOÃO,10,Estacionamento irregular
2016,3,5,5-QUINTA,31,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2015,4,6,6-SEXTA,10,4,4-MADRUGADA,15,CAPÃO RASO,4,Pichação
2015,2,5,5-QUINTA,19,2,2-TARDE,25,SÍTIO CERCADO,1,Transporte Coletivo
2016,1,6,6-SEXTA,8,2,2-TARDE,36,BAIRRO ALTO,6,Arrombamento
2016,8,7,7-SABADO,27,2,2-TARDE,2,ALTO DA RUA XV,5,Vandalismo
2017,11,5,5-QUINTA,2,3,3-NOITE,5,CENTRO,5,Vandalismo
2018,5,7,7-SABADO,19,2,2-TARDE,25,SÍTIO CERCADO,5,Vandalismo
2018,8,5,5-QUINTA,9,2,2-TARDE,62,JARDIM DAS AMÉRICAS,4,Pichação
2020,8,3,3-TERCA,4,2,2-TARDE,31,UBERABA,9,Uso de substância ilícita
2015,3,1,1-DOMINGO,8,4,4-MADRUGADA,5,CENTRO,4,Pichação
2017,10,5,5-QUINTA,5,1,1-MANHA,5,CENTRO,5,Vandalismo
2018,12,6,6-SEXTA,28,1,1-MANHA,30,CAJURU,10,Estacionamento irregular
2016,8,3,3-TERCA,30,4,4-MADRUGADA,7,REBOUÇAS,7,Invasão de equipamento/patrimônio público
2019,9,5,5-QUINTA,19,3,3-NOITE,39,CAMPO DE SANTANA,7,Invasão de equipamento/patrimônio público
2015,3,3,3-TERCA,3,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2019,8,7,7-SABADO,24,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2020,4,5,5-QUINTA,2,2,2-TARDE,3,PINHEIRINHO,10,Estacionamento irregular
2018,7,5,5-QUINTA,26,3,3-NOITE,17,GUABIROTUBA,10,Estacionamento irregular
2015,8,6,6-SEXTA,14,2,2-TARDE,40,JARDIM BOTÂNICO,9,Uso de substância ilícita
2019,4,7,7-SABADO,13,2,2-TARDE,1,XAXIM,1,Transporte Coletivo
2020,8,1,1-DOMINGO,9,1,1-MANHA,9,CIDADE INDUSTRIAL,6,Arrombamento
2018,1,4,4-QUARTA,3,1,1-MANHA,25,SÍTIO CERCADO,8,Desordem
2020,11,6,6-SEXTA,20,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2020,3,6,6-SEXTA,6,1,1-MANHA,60,VILA IZABEL,10,Estacionamento irregular
2017,2,5,5-QUINTA,2,4,4-MADRUGADA,31,UBERABA,3,Disparo de Alarme (violação)
2020,9,4,4-QUARTA,9,2,2-TARDE,5,CENTRO,8,Desordem
2019,7,3,3-TERCA,30,1,1-MANHA,28,PORTÃO,4,Pichação
2016,8,4,4-QUARTA,24,2,2-TARDE,28,PORTÃO,8,Desordem
2018,7,2,2-SEGUNDA,23,3,3-NOITE,58,MERCÊS,5,Vandalismo
2015,1,2,2-SEGUNDA,19,2,2-TARDE,25,SÍTIO CERCADO,9,Uso de substância ilícita
2018,8,5,5-QUINTA,9,3,3-NOITE,62,JARDIM DAS AMÉRICAS,10,Estacionamento irregular
2017,10,3,3-TERCA,17,2,2-TARDE,9,CIDADE INDUSTRIAL,9,Uso de substância ilícita
2015,6,6,6-SEXTA,5,3,3-NOITE,1,XAXIM,1,Transporte Coletivo
2018,11,5,5-QUINTA,8,3,3-NOITE,7,REBOUÇAS,8,Desordem
2016,5,3,3-TERCA,3,4,4-MADRUGADA,5,CENTRO,1,Transporte Coletivo
2016,9,7,7-SABADO,10,2,2-TARDE,12,ALTO BOQUEIRÃO,9,Uso de substância ilícita
2020,7,6,6-SEXTA,17,2,2-TARDE,19,BOQUEIRÃO,10,Estacionamento irregular
2016,4,2,2-SEGUNDA,11,1,1-MANHA,40,JARDIM BOTÂNICO,9,Uso de substância ilícita
2016,4,3,3-TERCA,12,4,4-MADRUGADA,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2020,3,1,1-DOMINGO,1,1,1-MANHA,9,CIDADE INDUSTRIAL,5,Vandalismo
2020,4,3,3-TERCA,7,3,3-NOITE,55,SANTA FELICIDADE,10,Estacionamento irregular
2016,10,1,1-DOMINGO,16,3,3-NOITE,45,ÁGUA VERDE,1,Transporte Coletivo
2020,10,7,7-SABADO,31,2,2-TARDE,5,CENTRO,10,Estacionamento irregular
2019,7,2,2-SEGUNDA,15,4,4-MADRUGADA,37,FANNY,7,Invasão de equipamento/patrimônio público
2016,10,2,2-SEGUNDA,31,3,3-NOITE,3,PINHEIRINHO,7,Invasão de equipamento/patrimônio público
2017,8,6,6-SEXTA,18,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,6,Arrombamento
2018,10,7,7-SABADO,13,1,1-MANHA,25,SÍTIO CERCADO,3,Disparo de Alarme (violação)
2019,10,4,4-QUARTA,23,1,1-MANHA,20,CENTRO CÍVICO,5,Vandalismo
2019,7,6,6-SEXTA,12,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,4,Pichação
2019,4,2,2-SEGUNDA,8,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2016,11,3,3-TERCA,22,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2017,12,5,5-QUINTA,21,4,4-MADRUGADA,4,TATUQUARA,7,Invasão de equipamento/patrimônio público
2020,1,5,5-QUINTA,23,1,1-MANHA,5,CENTRO,1,Transporte Coletivo
2020,8,1,1-DOMINGO,2,3,3-NOITE,41,BACACHERI,10,Estacionamento irregular
2016,11,4,4-QUARTA,30,3,3-NOITE,12,ALTO BOQUEIRÃO,5,Vandalismo
2015,3,1,1-DOMINGO,1,2,2-TARDE,25,SÍTIO CERCADO,9,Uso de substância ilícita
2019,11,6,6-SEXTA,1,4,4-MADRUGADA,19,BOQUEIRÃO,5,Vandalismo
2015,11,7,7-SABADO,7,3,3-NOITE,5,CENTRO,8,Desordem
2019,3,1,1-DOMINGO,17,2,2-TARDE,30,CAJURU,1,Transporte Coletivo
2015,8,7,7-SABADO,15,2,2-TARDE,33,HAUER,2,Cão solto em via pública
2020,1,7,7-SABADO,18,4,4-MADRUGADA,18,NOVO MUNDO,6,Arrombamento
2015,12,7,7-SABADO,12,2,2-TARDE,25,SÍTIO CERCADO,1,Transporte Coletivo
2015,10,5,5-QUINTA,22,3,3-NOITE,5,CENTRO,9,Uso de substância ilícita
2020,6,7,7-SABADO,6,2,2-TARDE,19,BOQUEIRÃO,10,Estacionamento irregular
2016,3,2,2-SEGUNDA,21,3,3-NOITE,4,TATUQUARA,3,Disparo de Alarme (violação)
2017,5,7,7-SABADO,6,1,1-MANHA,18,NOVO MUNDO,3,Disparo de Alarme (violação)
2020,3,3,3-TERCA,17,2,2-TARDE,45,ÁGUA VERDE,10,Estacionamento irregular
2015,8,7,7-SABADO,22,4,4-MADRUGADA,4,TATUQUARA,3,Disparo de Alarme (violação)
2017,7,4,4-QUARTA,26,4,4-MADRUGADA,40,JARDIM BOTÂNICO,4,Pichação
2019,8,6,6-SEXTA,23,3,3-NOITE,23,SÃO FRANCISCO,4,Pichação
2016,11,1,1-DOMINGO,27,3,3-NOITE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2016,7,5,5-QUINTA,21,2,2-TARDE,25,SÍTIO CERCADO,6,Arrombamento
2020,4,5,5-QUINTA,23,2,2-TARDE,51,SÃO LOURENÇO,10,Estacionamento irregular
2020,7,6,6-SEXTA,31,3,3-NOITE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2016,7,5,5-QUINTA,21,3,3-NOITE,11,PAROLIN,3,Disparo de Alarme (violação)
2017,7,6,6-SEXTA,28,3,3-NOITE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2015,7,1,1-DOMINGO,5,3,3-NOITE,45,ÁGUA VERDE,1,Transporte Coletivo
2016,5,3,3-TERCA,17,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2017,1,5,5-QUINTA,5,4,4-MADRUGADA,31,UBERABA,6,Arrombamento
2017,5,6,6-SEXTA,19,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2020,7,3,3-TERCA,14,3,3-NOITE,45,ÁGUA VERDE,5,Vandalismo
2018,3,5,5-QUINTA,15,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2019,10,5,5-QUINTA,31,2,2-TARDE,59,PRADO VELHO,9,Uso de substância ilícita
2017,10,3,3-TERCA,17,2,2-TARDE,55,SANTA FELICIDADE,9,Uso de substância ilícita
2020,3,1,1-DOMINGO,8,3,3-NOITE,28,PORTÃO,10,Estacionamento irregular
2015,5,4,4-QUARTA,13,3,3-NOITE,30,CAJURU,5,Vandalismo
2017,1,2,2-SEGUNDA,30,2,2-TARDE,9,CIDADE INDUSTRIAL,8,Desordem
2018,1,7,7-SABADO,13,1,1-MANHA,9,CIDADE INDUSTRIAL,6,Arrombamento
2018,2,7,7-SABADO,3,2,2-TARDE,20,CENTRO CÍVICO,4,Pichação
2017,10,7,7-SABADO,14,1,1-MANHA,31,UBERABA,6,Arrombamento
2017,5,4,4-QUARTA,17,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2017,8,5,5-QUINTA,10,4,4-MADRUGADA,4,TATUQUARA,3,Disparo de Alarme (violação)
2020,4,6,6-SEXTA,24,2,2-TARDE,18,NOVO MUNDO,10,Estacionamento irregular
2018,8,5,5-QUINTA,30,3,3-NOITE,36,BAIRRO ALTO,10,Estacionamento irregular
2018,9,3,3-TERCA,11,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2015,3,7,7-SABADO,14,4,4-MADRUGADA,5,CENTRO,5,Vandalismo
2018,11,4,4-QUARTA,14,3,3-NOITE,31,UBERABA,10,Estacionamento irregular
2020,9,1,1-DOMINGO,13,2,2-TARDE,64,BIGORRILHO,10,Estacionamento irregular
2015,4,6,6-SEXTA,17,3,3-NOITE,62,JARDIM DAS AMÉRICAS,7,Invasão de equipamento/patrimônio público
2018,9,3,3-TERCA,25,3,3-NOITE,35,SANTA CÂNDIDA,5,Vandalismo
2016,9,7,7-SABADO,3,4,4-MADRUGADA,5,CENTRO,7,Invasão de equipamento/patrimônio público
2015,1,4,4-QUARTA,21,3,3-NOITE,21,CAMPINA DO SIQUEIRA,1,Transporte Coletivo
2018,1,7,7-SABADO,27,4,4-MADRUGADA,50,CABRAL,8,Desordem
2017,7,6,6-SEXTA,28,4,4-MADRUGADA,5,CENTRO,4,Pichação
2018,7,1,1-DOMINGO,22,3,3-NOITE,30,CAJURU,10,Estacionamento irregular
2015,7,1,1-DOMINGO,5,1,1-MANHA,5,CENTRO,1,Transporte Coletivo
2016,8,6,6-SEXTA,26,2,2-TARDE,36,BAIRRO ALTO,5,Vandalismo
2018,7,7,7-SABADO,28,4,4-MADRUGADA,5,CENTRO,7,Invasão de equipamento/patrimônio público
2020,3,2,2-SEGUNDA,9,1,1-MANHA,5,CENTRO,10,Estacionamento irregular
2018,4,1,1-DOMINGO,15,4,4-MADRUGADA,48,PILARZINHO,7,Invasão de equipamento/patrimônio público
2016,9,5,5-QUINTA,8,3,3-NOITE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2018,3,2,2-SEGUNDA,26,3,3-NOITE,12,ALTO BOQUEIRÃO,7,Invasão de equipamento/patrimônio público
2015,9,2,2-SEGUNDA,28,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2015,8,6,6-SEXTA,21,1,1-MANHA,15,CAPÃO RASO,1,Transporte Coletivo
2015,6,6,6-SEXTA,5,2,2-TARDE,51,SÃO LOURENÇO,2,Cão solto em via pública
2015,1,7,7-SABADO,3,3,3-NOITE,5,CENTRO,8,Desordem
2020,7,2,2-SEGUNDA,27,4,4-MADRUGADA,3,PINHEIRINHO,6,Arrombamento
2018,10,6,6-SEXTA,26,2,2-TARDE,32,BATEL,9,Uso de substância ilícita
2020,7,1,1-DOMINGO,26,2,2-TARDE,37,FANNY,4,Pichação
2017,3,7,7-SABADO,11,4,4-MADRUGADA,30,CAJURU,8,Desordem
2018,6,6,6-SEXTA,22,3,3-NOITE,42,ATUBA,10,Estacionamento irregular
2016,11,3,3-TERCA,22,3,3-NOITE,25,SÍTIO CERCADO,5,Vandalismo
2015,4,1,1-DOMINGO,12,3,3-NOITE,25,SÍTIO CERCADO,5,Vandalismo
2020,3,2,2-SEGUNDA,9,1,1-MANHA,35,SANTA CÂNDIDA,9,Uso de substância ilícita
2020,10,6,6-SEXTA,30,2,2-TARDE,8,FAZENDINHA,10,Estacionamento irregular
2015,10,2,2-SEGUNDA,26,2,2-TARDE,40,JARDIM BOTÂNICO,9,Uso de substância ilícita
2017,8,2,2-SEGUNDA,7,3,3-NOITE,27,SÃO BRAZ,5,Vandalismo
2020,10,7,7-SABADO,10,3,3-NOITE,25,SÍTIO CERCADO,10,Estacionamento irregular
2015,7,6,6-SEXTA,3,3,3-NOITE,17,GUABIROTUBA,8,Desordem
2015,11,5,5-QUINTA,19,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2020,3,2,2-SEGUNDA,9,2,2-TARDE,33,HAUER,10,Estacionamento irregular
2016,7,5,5-QUINTA,7,2,2-TARDE,35,SANTA CÂNDIDA,3,Disparo de Alarme (violação)
2017,1,6,6-SEXTA,20,2,2-TARDE,64,BIGORRILHO,9,Uso de substância ilícita
2020,12,1,1-DOMINGO,27,2,2-TARDE,40,JARDIM BOTÂNICO,10,Estacionamento irregular
2018,3,5,5-QUINTA,8,1,1-MANHA,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2019,3,4,4-QUARTA,13,2,2-TARDE,41,BACACHERI,6,Arrombamento
2015,8,4,4-QUARTA,12,3,3-NOITE,69,UMBARÁ,2,Cão solto em via pública
2020,6,3,3-TERCA,16,2,2-TARDE,15,CAPÃO RASO,10,Estacionamento irregular
2019,2,2,2-SEGUNDA,18,2,2-TARDE,35,SANTA CÂNDIDA,7,Invasão de equipamento/patrimônio público
2017,4,4,4-QUARTA,26,4,4-MADRUGADA,17,GUABIROTUBA,5,Vandalismo
2017,7,5,5-QUINTA,27,3,3-NOITE,7,REBOUÇAS,5,Vandalismo
2019,11,5,5-QUINTA,28,2,2-TARDE,57,TABOÃO,2,Cão solto em via pública
2018,2,6,6-SEXTA,2,3,3-NOITE,52,MOSSUNGUÊ,1,Transporte Coletivo
2017,8,7,7-SABADO,26,2,2-TARDE,33,HAUER,5,Vandalismo
2017,6,2,2-SEGUNDA,26,2,2-TARDE,53,GUAÍRA,1,Transporte Coletivo
2018,3,6,6-SEXTA,30,2,2-TARDE,19,BOQUEIRÃO,4,Pichação
2019,6,5,5-QUINTA,20,2,2-TARDE,25,SÍTIO CERCADO,4,Pichação
2018,7,1,1-DOMINGO,29,2,2-TARDE,6,ABRANCHES,5,Vandalismo
2017,3,2,2-SEGUNDA,13,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2017,10,1,1-DOMINGO,15,1,1-MANHA,1,XAXIM,5,Vandalismo
2016,1,1,1-DOMINGO,3,2,2-TARDE,19,BOQUEIRÃO,6,Arrombamento
2016,6,5,5-QUINTA,30,3,3-NOITE,40,JARDIM BOTÂNICO,1,Transporte Coletivo
2020,8,7,7-SABADO,29,3,3-NOITE,15,CAPÃO RASO,10,Estacionamento irregular
2019,10,4,4-QUARTA,2,3,3-NOITE,9,CIDADE INDUSTRIAL,9,Uso de substância ilícita
2019,9,7,7-SABADO,28,3,3-NOITE,31,UBERABA,7,Invasão de equipamento/patrimônio público
2017,11,5,5-QUINTA,23,4,4-MADRUGADA,22,SANTA QUITÉRIA,3,Disparo de Alarme (violação)
2019,8,7,7-SABADO,3,3,3-NOITE,18,NOVO MUNDO,1,Transporte Coletivo
2019,8,4,4-QUARTA,28,2,2-TARDE,9,CIDADE INDUSTRIAL,9,Uso de substância ilícita
2019,12,7,7-SABADO,7,3,3-NOITE,30,CAJURU,7,Invasão de equipamento/patrimônio público
2017,9,6,6-SEXTA,8,2,2-TARDE,74,CASCATINHA,4,Pichação
2019,12,1,1-DOMINGO,8,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,8,Desordem
2016,7,7,7-SABADO,23,1,1-MANHA,21,CAMPINA DO SIQUEIRA,9,Uso de substância ilícita
2016,5,5,5-QUINTA,26,2,2-TARDE,3,PINHEIRINHO,7,Invasão de equipamento/patrimônio público
2015,12,6,6-SEXTA,18,4,4-MADRUGADA,26,CAMPO COMPRIDO,4,Pichação
2018,8,6,6-SEXTA,17,3,3-NOITE,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2016,3,5,5-QUINTA,24,3,3-NOITE,8,FAZENDINHA,7,Invasão de equipamento/patrimônio público
2015,1,6,6-SEXTA,2,1,1-MANHA,11,PAROLIN,1,Transporte Coletivo
2019,8,7,7-SABADO,10,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2016,9,5,5-QUINTA,1,2,2-TARDE,19,BOQUEIRÃO,1,Transporte Coletivo
2018,8,1,1-DOMINGO,26,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,8,Desordem
2017,12,3,3-TERCA,12,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,6,Arrombamento
2019,8,4,4-QUARTA,21,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2020,11,1,1-DOMINGO,8,1,1-MANHA,15,CAPÃO RASO,10,Estacionamento irregular
2016,7,7,7-SABADO,30,2,2-TARDE,71,CACHOEIRA,4,Pichação
2018,9,3,3-TERCA,11,1,1-MANHA,27,SÃO BRAZ,3,Disparo de Alarme (violação)
2017,8,6,6-SEXTA,11,2,2-TARDE,30,CAJURU,4,Pichação
2016,5,1,1-DOMINGO,8,3,3-NOITE,31,UBERABA,7,Invasão de equipamento/patrimônio público
2019,5,4,4-QUARTA,8,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2017,4,2,2-SEGUNDA,24,2,2-TARDE,45,ÁGUA VERDE,1,Transporte Coletivo
2018,10,3,3-TERCA,16,3,3-NOITE,4,TATUQUARA,3,Disparo de Alarme (violação)
2020,4,3,3-TERCA,28,1,1-MANHA,54,BARREIRINHA,10,Estacionamento irregular
2018,11,3,3-TERCA,20,3,3-NOITE,48,PILARZINHO,7,Invasão de equipamento/patrimônio público
2015,9,7,7-SABADO,12,3,3-NOITE,6,ABRANCHES,4,Pichação
2019,3,1,1-DOMINGO,10,2,2-TARDE,9,CIDADE INDUSTRIAL,6,Arrombamento
2019,7,2,2-SEGUNDA,29,1,1-MANHA,64,BIGORRILHO,9,Uso de substância ilícita
2017,8,5,5-QUINTA,24,3,3-NOITE,22,SANTA QUITÉRIA,1,Transporte Coletivo
2020,5,6,6-SEXTA,1,2,2-TARDE,45,ÁGUA VERDE,8,Desordem
2020,6,5,5-QUINTA,11,2,2-TARDE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2015,11,4,4-QUARTA,18,2,2-TARDE,32,BATEL,9,Uso de substância ilícita
2017,12,1,1-DOMINGO,24,4,4-MADRUGADA,25,SÍTIO CERCADO,6,Arrombamento
2017,6,7,7-SABADO,3,4,4-MADRUGADA,23,SÃO FRANCISCO,9,Uso de substância ilícita
