OC_ANO,OC_MES,OC_DIA_SEMANA,OC_DIA_SEMANA_TXT,OC_DIA,OC_PERIODO_DIA,OC_PERIODO_DIA_TXT,OC_BAIRRO,OC_BAIRRO_TXT,OC_SUBCATEGORIA,OC_SUBCATEGORIA_TXT
2020,4,5,5-QUINTA,30,2,2-TARDE,47,VISTA ALEGRE,10,Estacionamento irregular
2019,11,7,7-SABADO,9,3,3-NOITE,13,CAPÃO DA IMBUIA,1,Transporte Coletivo
2016,2,3,3-TERCA,9,2,2-TARDE,42,ATUBA,9,Uso de substância ilícita
2020,8,5,5-QUINTA,27,2,2-TARDE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2019,3,6,6-SEXTA,29,2,2-TARDE,9,CIDADE INDUSTRIAL,9,Uso de substância ilícita
2016,1,2,2-SEGUNDA,25,3,3-NOITE,35,SANTA CÂNDIDA,1,Transporte Coletivo
2019,4,6,6-SEXTA,12,1,1-MANHA,28,PORTÃO,10,Estacionamento irregular
2019,5,4,4-QUARTA,22,3,3-NOITE,50,CABRAL,8,Desordem
2015,9,2,2-SEGUNDA,14,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2018,2,7,7-SABADO,3,4,4-MADRUGADA,30,CAJURU,7,Invasão de equipamento/patrimônio público
2020,5,3,3-TERCA,26,1,1-MANHA,1,XAXIM,10,Estacionamento irregular
2020,5,7,7-SABADO,23,1,1-MANHA,55,SANTA FELICIDADE,10,Estacionamento irregular
2018,6,1,1-DOMINGO,3,2,2-TARDE,39,CAMPO DE SANTANA,5,Vandalismo
2015,6,7,7-SABADO,13,3,3-NOITE,17,GUABIROTUBA,5,Vandalismo
2015,1,7,7-SABADO,17,3,3-NOITE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2016,9,6,6-SEXTA,9,1,1-MANHA,12,ALTO BOQUEIRÃO,6,Arrombamento
2017,7,7,7-SABADO,1,3,3-NOITE,1,XAXIM,1,Transporte Coletivo
2019,8,7,7-SABADO,31,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2020,11,7,7-SABADO,7,2,2-TARDE,19,BOQUEIRÃO,10,Estacionamento irregular
2016,8,3,3-TERCA,16,1,1-MANHA,48,PILARZINHO,9,Uso de substância ilícita
2017,2,3,3-TERCA,14,3,3-NOITE,12,ALTO BOQUEIRÃO,9,Uso de substância ilícita
2016,5,7,7-SABADO,28,4,4-MADRUGADA,45,ÁGUA VERDE,1,Transporte Coletivo
2015,4,5,5-QUINTA,23,2,2-TARDE,15,CAPÃO RASO,2,Cão solto em via pública
2016,9,7,7-SABADO,17,1,1-MANHA,25,SÍTIO CERCADO,5,Vandalismo
2020,1,4,4-QUARTA,29,2,2-TARDE,55,SANTA FELICIDADE,8,Desordem
2020,7,2,2-SEGUNDA,13,1,1-MANHA,5,CENTRO,6,Arrombamento
2015,6,6,6-SEXTA,5,3,3-NOITE,35,SANTA CÂNDIDA,8,Desordem
2020,5,2,2-SEGUNDA,18,1,1-MANHA,9,CIDADE INDUSTRIAL,5,Vandalismo
2018,8,2,2-SEGUNDA,27,2,2-TARDE,32,BATEL,9,Uso de substância ilícita
2018,9,1,1-DOMINGO,2,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2015,12,6,6-SEXTA,25,3,3-NOITE,48,PILARZINHO,4,Pichação
2018,12,7,7-SABADO,1,2,2-TARDE,59,PRADO VELHO,8,Desordem
2018,8,6,6-SEXTA,3,3,3-NOITE,30,CAJURU,10,Estacionamento irregular
2016,6,4,4-QUARTA,8,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2017,11,4,4-QUARTA,22,3,3-NOITE,5,CENTRO,5,Vandalismo
2019,9,3,3-TERCA,24,1,1-MANHA,23,SÃO FRANCISCO,9,Uso de substância ilícita
2017,9,5,5-QUINTA,21,4,4-MADRUGADA,45,ÁGUA VERDE,5,Vandalismo
2020,5,4,4-QUARTA,27,2,2-TARDE,36,BAIRRO ALTO,10,Estacionamento irregular
2020,3,1,1-DOMINGO,8,2,2-TARDE,31,UBERABA,10,Estacionamento irregular
2015,1,6,6-SEXTA,2,4,4-MADRUGADA,20,CENTRO CÍVICO,7,Invasão de equipamento/patrimônio público
2018,11,4,4-QUARTA,21,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2015,1,6,6-SEXTA,23,4,4-MADRUGADA,5,CENTRO,4,Pichação
2015,6,4,4-QUARTA,10,3,3-NOITE,19,BOQUEIRÃO,3,Disparo de Alarme (violação)
2018,2,1,1-DOMINGO,25,3,3-NOITE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2016,10,1,1-DOMINGO,16,3,3-NOITE,3,PINHEIRINHO,1,Transporte Coletivo
2015,7,6,6-SEXTA,10,3,3-NOITE,19,BOQUEIRÃO,1,Transporte Coletivo
2016,5,1,1-DOMINGO,22,1,1-MANHA,37,FANNY,1,Transporte Coletivo
2020,5,4,4-QUARTA,20,3,3-NOITE,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2016,8,4,4-QUARTA,17,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2018,4,2,2-SEGUNDA,9,1,1-MANHA,28,PORTÃO,9,Uso de substância ilícita
2020,8,5,5-QUINTA,27,3,3-NOITE,13,CAPÃO DA IMBUIA,4,Pichação
2018,6,2,2-SEGUNDA,11,2,2-TARDE,41,BACACHERI,5,Vandalismo
2020,6,3,3-TERCA,2,1,1-MANHA,56,TINGUI,10,Estacionamento irregular
2020,7,2,2-SEGUNDA,13,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2017,11,4,4-QUARTA,15,3,3-NOITE,26,CAMPO COMPRIDO,7,Invasão de equipamento/patrimônio público
2020,6,1,1-DOMINGO,28,2,2-TARDE,31,UBERABA,10,Estacionamento irregular
2018,1,3,3-TERCA,9,4,4-MADRUGADA,38,BOA VISTA,1,Transporte Coletivo
2017,5,1,1-DOMINGO,14,3,3-NOITE,25,SÍTIO CERCADO,3,Disparo de Alarme (violação)
2020,4,2,2-SEGUNDA,6,2,2-TARDE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2020,10,3,3-TERCA,20,2,2-TARDE,45,ÁGUA VERDE,9,Uso de substância ilícita
2019,12,1,1-DOMINGO,22,3,3-NOITE,23,SÃO FRANCISCO,4,Pichação
2015,5,1,1-DOMINGO,31,2,2-TARDE,24,SANTO INÁCIO,9,Uso de substância ilícita
2020,4,1,1-DOMINGO,19,2,2-TARDE,41,BACACHERI,5,Vandalismo
2016,2,1,1-DOMINGO,14,3,3-NOITE,11,PAROLIN,6,Arrombamento
2020,10,1,1-DOMINGO,4,1,1-MANHA,37,FANNY,10,Estacionamento irregular
2020,11,1,1-DOMINGO,8,2,2-TARDE,32,BATEL,9,Uso de substância ilícita
2020,4,6,6-SEXTA,24,1,1-MANHA,15,CAPÃO RASO,10,Estacionamento irregular
2019,3,7,7-SABADO,2,3,3-NOITE,45,ÁGUA VERDE,7,Invasão de equipamento/patrimônio público
2015,7,4,4-QUARTA,29,3,3-NOITE,4,TATUQUARA,3,Disparo de Alarme (violação)
2015,12,3,3-TERCA,29,3,3-NOITE,9,CIDADE INDUSTRIAL,5,Vandalismo
2016,9,3,3-TERCA,20,3,3-NOITE,45,ÁGUA VERDE,1,Transporte Coletivo
2017,2,7,7-SABADO,4,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2020,3,7,7-SABADO,7,2,2-TARDE,41,BACACHERI,10,Estacionamento irregular
2018,8,6,6-SEXTA,31,4,4-MADRUGADA,25,SÍTIO CERCADO,6,Arrombamento
2018,10,2,2-SEGUNDA,8,4,4-MADRUGADA,30,CAJURU,6,Arrombamento
2019,8,6,6-SEXTA,16,1,1-MANHA,23,SÃO FRANCISCO,9,Uso de substância ilícita
2015,9,3,3-TERCA,15,2,2-TARDE,9,CIDADE INDUSTRIAL,6,Arrombamento
2016,12,3,3-TERCA,27,3,3-NOITE,11,PAROLIN,1,Transporte Coletivo
2020,12,7,7-SABADO,19,2,2-TARDE,5,CENTRO,4,Pichação
2020,12,7,7-SABADO,12,1,1-MANHA,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2019,4,5,5-QUINTA,25,3,3-NOITE,5,CENTRO,4,Pichação
2017,5,2,2-SEGUNDA,22,4,4-MADRUGADA,5,CENTRO,1,Transporte Coletivo
2015,2,6,6-SEXTA,6,1,1-MANHA,37,FANNY,1,Transporte Coletivo
2016,11,5,5-QUINTA,10,3,3-NOITE,36,BAIRRO ALTO,5,Vandalismo
2019,9,4,4-QUARTA,11,4,4-MADRUGADA,40,JARDIM BOTÂNICO,5,Vandalismo
2019,7,4,4-QUARTA,24,2,2-TARDE,11,PAROLIN,4,Pichação
2018,12,3,3-TERCA,18,3,3-NOITE,19,BOQUEIRÃO,10,Estacionamento irregular
2016,7,1,1-DOMINGO,10,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2015,11,1,1-DOMINGO,22,1,1-MANHA,15,CAPÃO RASO,9,Uso de substância ilícita
2017,11,2,2-SEGUNDA,6,1,1-MANHA,5,CENTRO,8,Desordem
2019,10,4,4-QUARTA,30,4,4-MADRUGADA,59,PRADO VELHO,1,Transporte Coletivo
2019,10,4,4-QUARTA,2,3,3-NOITE,66,JUVEVÊ,5,Vandalismo
2019,12,2,2-SEGUNDA,30,3,3-NOITE,47,VISTA ALEGRE,8,Desordem
2018,12,2,2-SEGUNDA,10,3,3-NOITE,73,SEMINÁRIO,10,Estacionamento irregular
2015,5,7,7-SABADO,23,3,3-NOITE,18,NOVO MUNDO,9,Uso de substância ilícita
2018,1,3,3-TERCA,2,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2017,5,2,2-SEGUNDA,22,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2016,1,3,3-TERCA,19,2,2-TARDE,1,XAXIM,5,Vandalismo
2019,5,4,4-QUARTA,22,3,3-NOITE,70,CAXIMBA,8,Desordem
2020,3,1,1-DOMINGO,1,2,2-TARDE,24,SANTO INÁCIO,7,Invasão de equipamento/patrimônio público
2016,1,1,1-DOMINGO,3,1,1-MANHA,7,REBOUÇAS,6,Arrombamento
2019,10,5,5-QUINTA,17,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2016,1,3,3-TERCA,5,2,2-TARDE,48,PILARZINHO,6,Arrombamento
2020,6,7,7-SABADO,20,3,3-NOITE,25,SÍTIO CERCADO,10,Estacionamento irregular
2018,3,6,6-SEXTA,9,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2020,10,5,5-QUINTA,22,3,3-NOITE,21,CAMPINA DO SIQUEIRA,10,Estacionamento irregular
2020,8,4,4-QUARTA,12,3,3-NOITE,18,NOVO MUNDO,4,Pichação
2020,4,4,4-QUARTA,1,1,1-MANHA,40,JARDIM BOTÂNICO,10,Estacionamento irregular
2016,6,2,2-SEGUNDA,27,3,3-NOITE,59,PRADO VELHO,8,Desordem
2018,7,6,6-SEXTA,20,2,2-TARDE,47,VISTA ALEGRE,6,Arrombamento
2018,8,2,2-SEGUNDA,20,3,3-NOITE,5,CENTRO,5,Vandalismo
2016,10,1,1-DOMINGO,16,3,3-NOITE,5,CENTRO,5,Vandalismo
2016,10,7,7-SABADO,15,3,3-NOITE,5,CENTRO,8,Desordem
2016,1,7,7-SABADO,2,3,3-NOITE,12,ALTO BOQUEIRÃO,6,Arrombamento
2015,9,6,6-SEXTA,11,3,3-NOITE,32,BATEL,8,Desordem
2015,1,3,3-TERCA,13,3,3-NOITE,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2020,4,3,3-TERCA,28,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2017,4,1,1-DOMINGO,16,3,3-NOITE,3,PINHEIRINHO,6,Arrombamento
2018,5,5,5-QUINTA,24,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2015,11,5,5-QUINTA,19,3,3-NOITE,14,GANCHINHO,6,Arrombamento
2019,7,7,7-SABADO,27,2,2-TARDE,2,ALTO DA RUA XV,5,Vandalismo
2018,11,5,5-QUINTA,15,2,2-TARDE,63,SÃO MIGUEL,3,Disparo de Alarme (violação)
2015,5,1,1-DOMINGO,24,3,3-NOITE,8,FAZENDINHA,8,Desordem
2018,11,1,1-DOMINGO,11,1,1-MANHA,12,ALTO BOQUEIRÃO,6,Arrombamento
2016,2,2,2-SEGUNDA,1,3,3-NOITE,55,SANTA FELICIDADE,1,Transporte Coletivo
2019,1,4,4-QUARTA,30,2,2-TARDE,54,BARREIRINHA,7,Invasão de equipamento/patrimônio público
2020,6,3,3-TERCA,16,2,2-TARDE,35,SANTA CÂNDIDA,10,Estacionamento irregular
2020,2,7,7-SABADO,8,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2019,11,2,2-SEGUNDA,18,3,3-NOITE,45,ÁGUA VERDE,1,Transporte Coletivo
2016,12,7,7-SABADO,31,4,4-MADRUGADA,5,CENTRO,8,Desordem
2018,8,1,1-DOMINGO,5,3,3-NOITE,33,HAUER,10,Estacionamento irregular
2020,9,3,3-TERCA,29,3,3-NOITE,31,UBERABA,7,Invasão de equipamento/patrimônio público
2015,4,6,6-SEXTA,3,2,2-TARDE,11,PAROLIN,1,Transporte Coletivo
2015,12,5,5-QUINTA,3,2,2-TARDE,5,CENTRO,5,Vandalismo
2020,3,6,6-SEXTA,6,2,2-TARDE,1,XAXIM,10,Estacionamento irregular
2015,7,1,1-DOMINGO,19,3,3-NOITE,39,CAMPO DE SANTANA,7,Invasão de equipamento/patrimônio público
2018,4,1,1-DOMINGO,15,2,2-TARDE,25,SÍTIO CERCADO,4,Pichação
2015,5,7,7-SABADO,16,2,2-TARDE,28,PORTÃO,9,Uso de substância ilícita
2017,9,1,1-DOMINGO,17,2,2-TARDE,30,CAJURU,8,Desordem
2017,4,7,7-SABADO,8,2,2-TARDE,8,FAZENDINHA,6,Arrombamento
2016,7,7,7-SABADO,16,2,2-TARDE,25,SÍTIO CERCADO,5,Vandalismo
2019,10,6,6-SEXTA,18,3,3-NOITE,45,ÁGUA VERDE,10,Estacionamento irregular
2017,10,6,6-SEXTA,6,1,1-MANHA,30,CAJURU,5,Vandalismo
2016,11,1,1-DOMINGO,6,1,1-MANHA,31,UBERABA,6,Arrombamento
2016,4,7,7-SABADO,16,4,4-MADRUGADA,18,NOVO MUNDO,5,Vandalismo
2020,6,1,1-DOMINGO,28,2,2-TARDE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2016,7,6,6-SEXTA,8,3,3-NOITE,13,CAPÃO DA IMBUIA,1,Transporte Coletivo
2019,3,7,7-SABADO,2,4,4-MADRUGADA,13,CAPÃO DA IMBUIA,5,Vandalismo
2015,4,4,4-QUARTA,29,3,3-NOITE,4,TATUQUARA,5,Vandalismo
2015,7,1,1-DOMINGO,26,3,3-NOITE,8,FAZENDINHA,3,Disparo de Alarme (violação)
2019,8,4,4-QUARTA,28,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2018,2,6,6-SEXTA,16,4,4-MADRUGADA,5,CENTRO,7,Invasão de equipamento/patrimônio público
2016,2,5,5-QUINTA,11,3,3-NOITE,8,FAZENDINHA,5,Vandalismo
2020,9,7,7-SABADO,12,2,2-TARDE,6,ABRANCHES,10,Estacionamento irregular
2020,3,6,6-SEXTA,6,3,3-NOITE,28,PORTÃO,10,Estacionamento irregular
2015,6,3,3-TERCA,16,3,3-NOITE,4,TATUQUARA,7,Invasão de equipamento/patrimônio público
2019,1,1,1-DOMINGO,6,4,4-MADRUGADA,3,PINHEIRINHO,3,Disparo de Alarme (violação)
2015,10,1,1-DOMINGO,4,3,3-NOITE,15,CAPÃO RASO,8,Desordem
2020,4,7,7-SABADO,18,2,2-TARDE,62,JARDIM DAS AMÉRICAS,10,Estacionamento irregular
2020,6,2,2-SEGUNDA,8,2,2-TARDE,27,SÃO BRAZ,10,Estacionamento irregular
2015,1,5,5-QUINTA,1,3,3-NOITE,18,NOVO MUNDO,2,Cão solto em via pública
2019,6,2,2-SEGUNDA,10,3,3-NOITE,68,HUGO LANGE,6,Arrombamento
2020,10,5,5-QUINTA,15,3,3-NOITE,15,CAPÃO RASO,10,Estacionamento irregular
2018,11,5,5-QUINTA,1,3,3-NOITE,62,JARDIM DAS AMÉRICAS,10,Estacionamento irregular
2019,6,2,2-SEGUNDA,24,1,1-MANHA,5,CENTRO,5,Vandalismo
2019,11,2,2-SEGUNDA,18,2,2-TARDE,23,SÃO FRANCISCO,8,Desordem
2017,1,4,4-QUARTA,11,3,3-NOITE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2020,11,7,7-SABADO,14,2,2-TARDE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2020,4,2,2-SEGUNDA,20,2,2-TARDE,43,BOM RETIRO,6,Arrombamento
2018,10,6,6-SEXTA,26,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2016,1,1,1-DOMINGO,24,3,3-NOITE,5,CENTRO,7,Invasão de equipamento/patrimônio público
2016,9,6,6-SEXTA,30,4,4-MADRUGADA,4,TATUQUARA,3,Disparo de Alarme (violação)
2015,4,6,6-SEXTA,3,4,4-MADRUGADA,5,CENTRO,4,Pichação
2020,5,5,5-QUINTA,28,1,1-MANHA,13,CAPÃO DA IMBUIA,10,Estacionamento irregular
2017,3,3,3-TERCA,21,2,2-TARDE,55,SANTA FELICIDADE,9,Uso de substância ilícita
2015,9,7,7-SABADO,12,1,1-MANHA,40,JARDIM BOTÂNICO,4,Pichação
2017,1,5,5-QUINTA,19,4,4-MADRUGADA,54,BARREIRINHA,7,Invasão de equipamento/patrimônio público
2020,7,7,7-SABADO,18,3,3-NOITE,30,CAJURU,10,Estacionamento irregular
2018,11,5,5-QUINTA,15,1,1-MANHA,8,FAZENDINHA,6,Arrombamento
2015,5,1,1-DOMINGO,24,1,1-MANHA,30,CAJURU,4,Pichação
2020,1,5,5-QUINTA,16,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2017,6,1,1-DOMINGO,11,4,4-MADRUGADA,30,CAJURU,6,Arrombamento
2015,2,3,3-TERCA,10,3,3-NOITE,31,UBERABA,2,Cão solto em via pública
2016,12,6,6-SEXTA,30,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2015,2,4,4-QUARTA,11,3,3-NOITE,9,CIDADE INDUSTRIAL,2,Cão solto em via pública
2016,5,6,6-SEXTA,13,3,3-NOITE,56,TINGUI,6,Arrombamento
2018,2,1,1-DOMINGO,4,2,2-TARDE,32,BATEL,4,Pichação
2020,6,5,5-QUINTA,4,4,4-MADRUGADA,8,FAZENDINHA,4,Pichação
2018,11,5,5-QUINTA,29,2,2-TARDE,28,PORTÃO,4,Pichação
2020,1,5,5-QUINTA,30,3,3-NOITE,5,CENTRO,8,Desordem
2020,5,6,6-SEXTA,1,1,1-MANHA,18,NOVO MUNDO,10,Estacionamento irregular
2017,4,6,6-SEXTA,21,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2018,9,4,4-QUARTA,19,3,3-NOITE,31,UBERABA,10,Estacionamento irregular
2018,8,6,6-SEXTA,24,3,3-NOITE,13,CAPÃO DA IMBUIA,10,Estacionamento irregular
2019,8,3,3-TERCA,27,3,3-NOITE,50,CABRAL,7,Invasão de equipamento/patrimônio público
2020,9,2,2-SEGUNDA,21,1,1-MANHA,55,SANTA FELICIDADE,8,Desordem
2016,1,6,6-SEXTA,29,3,3-NOITE,21,CAMPINA DO SIQUEIRA,8,Desordem
2015,4,5,5-QUINTA,30,1,1-MANHA,25,SÍTIO CERCADO,1,Transporte Coletivo
2018,8,5,5-QUINTA,30,2,2-TARDE,15,CAPÃO RASO,1,Transporte Coletivo
2016,4,5,5-QUINTA,7,4,4-MADRUGADA,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2015,9,4,4-QUARTA,16,2,2-TARDE,31,UBERABA,2,Cão solto em via pública
2018,7,7,7-SABADO,28,3,3-NOITE,62,JARDIM DAS AMÉRICAS,10,Estacionamento irregular
2015,9,7,7-SABADO,26,3,3-NOITE,45,ÁGUA VERDE,1,Transporte Coletivo
2019,7,3,3-TERCA,9,2,2-TARDE,64,BIGORRILHO,9,Uso de substância ilícita
2018,2,1,1-DOMINGO,25,4,4-MADRUGADA,18,NOVO MUNDO,1,Transporte Coletivo
2020,4,4,4-QUARTA,22,3,3-NOITE,33,HAUER,1,Transporte Coletivo
2020,2,4,4-QUARTA,26,3,3-NOITE,5,CENTRO,4,Pichação
2017,2,1,1-DOMINGO,5,3,3-NOITE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2019,2,4,4-QUARTA,13,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2015,5,2,2-SEGUNDA,18,4,4-MADRUGADA,3,PINHEIRINHO,1,Transporte Coletivo
2017,6,6,6-SEXTA,30,3,3-NOITE,12,ALTO BOQUEIRÃO,6,Arrombamento
2015,7,2,2-SEGUNDA,13,4,4-MADRUGADA,55,SANTA FELICIDADE,7,Invasão de equipamento/patrimônio público
2017,2,7,7-SABADO,4,1,1-MANHA,19,BOQUEIRÃO,9,Uso de substância ilícita
2019,6,2,2-SEGUNDA,17,3,3-NOITE,24,SANTO INÁCIO,7,Invasão de equipamento/patrimônio público
2015,5,7,7-SABADO,23,1,1-MANHA,25,SÍTIO CERCADO,9,Uso de substância ilícita
2018,9,7,7-SABADO,1,1,1-MANHA,25,SÍTIO CERCADO,10,Estacionamento irregular
2015,7,6,6-SEXTA,17,3,3-NOITE,38,BOA VISTA,1,Transporte Coletivo
2019,1,4,4-QUARTA,30,1,1-MANHA,5,CENTRO,5,Vandalismo
2017,9,7,7-SABADO,30,2,2-TARDE,54,BARREIRINHA,9,Uso de substância ilícita
2015,11,3,3-TERCA,3,3,3-NOITE,5,CENTRO,9,Uso de substância ilícita
2020,4,2,2-SEGUNDA,20,2,2-TARDE,18,NOVO MUNDO,10,Estacionamento irregular
2019,1,7,7-SABADO,5,1,1-MANHA,70,CAXIMBA,6,Arrombamento
2018,1,4,4-QUARTA,17,2,2-TARDE,62,JARDIM DAS AMÉRICAS,9,Uso de substância ilícita
2018,3,5,5-QUINTA,29,3,3-NOITE,28,PORTÃO,1,Transporte Coletivo
2019,1,4,4-QUARTA,23,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2016,11,1,1-DOMINGO,13,2,2-TARDE,36,BAIRRO ALTO,7,Invasão de equipamento/patrimônio público
2015,4,3,3-TERCA,14,1,1-MANHA,8,FAZENDINHA,9,Uso de substância ilícita
2015,5,6,6-SEXTA,8,1,1-MANHA,43,BOM RETIRO,9,Uso de substância ilícita
2015,10,6,6-SEXTA,23,2,2-TARDE,45,ÁGUA VERDE,9,Uso de substância ilícita
2020,8,3,3-TERCA,4,1,1-MANHA,5,CENTRO,8,Desordem
2020,6,7,7-SABADO,6,4,4-MADRUGADA,45,ÁGUA VERDE,5,Vandalismo
2017,9,7,7-SABADO,30,3,3-NOITE,73,SEMINÁRIO,5,Vandalismo
2018,7,7,7-SABADO,28,1,1-MANHA,30,CAJURU,3,Disparo de Alarme (violação)
2019,11,7,7-SABADO,9,4,4-MADRUGADA,40,JARDIM BOTÂNICO,5,Vandalismo
2019,1,2,2-SEGUNDA,28,3,3-NOITE,1,XAXIM,1,Transporte Coletivo
2020,6,6,6-SEXTA,19,3,3-NOITE,62,JARDIM DAS AMÉRICAS,9,Uso de substância ilícita
2015,1,6,6-SEXTA,16,3,3-NOITE,33,HAUER,8,Desordem
2019,3,2,2-SEGUNDA,4,2,2-TARDE,12,ALTO BOQUEIRÃO,5,Vandalismo
2018,8,7,7-SABADO,18,2,2-TARDE,4,TATUQUARA,4,Pichação
2020,5,4,4-QUARTA,20,2,2-TARDE,36,BAIRRO ALTO,10,Estacionamento irregular
2015,7,1,1-DOMINGO,26,1,1-MANHA,25,SÍTIO CERCADO,1,Transporte Coletivo
2020,7,2,2-SEGUNDA,6,3,3-NOITE,12,ALTO BOQUEIRÃO,6,Arrombamento
2017,3,3,3-TERCA,28,3,3-NOITE,39,CAMPO DE SANTANA,8,Desordem
2016,4,1,1-DOMINGO,10,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,6,Arrombamento
2018,11,6,6-SEXTA,30,2,2-TARDE,45,ÁGUA VERDE,9,Uso de substância ilícita
2016,1,3,3-TERCA,26,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2017,2,5,5-QUINTA,2,4,4-MADRUGADA,45,ÁGUA VERDE,1,Transporte Coletivo
2020,5,4,4-QUARTA,13,2,2-TARDE,4,TATUQUARA,10,Estacionamento irregular
2020,9,6,6-SEXTA,18,2,2-TARDE,28,PORTÃO,9,Uso de substância ilícita
2015,4,4,4-QUARTA,1,3,3-NOITE,50,CABRAL,2,Cão solto em via pública
2017,10,5,5-QUINTA,12,3,3-NOITE,44,AUGUSTA,3,Disparo de Alarme (violação)
2020,5,4,4-QUARTA,27,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2015,2,1,1-DOMINGO,22,1,1-MANHA,57,TABOÃO,8,Desordem
2016,3,1,1-DOMINGO,13,2,2-TARDE,44,AUGUSTA,7,Invasão de equipamento/patrimônio público
2015,9,5,5-QUINTA,17,4,4-MADRUGADA,53,GUAÍRA,3,Disparo de Alarme (violação)
2017,4,4,4-QUARTA,26,2,2-TARDE,42,ATUBA,9,Uso de substância ilícita
2017,9,5,5-QUINTA,21,4,4-MADRUGADA,11,PAROLIN,5,Vandalismo
2019,2,3,3-TERCA,19,2,2-TARDE,46,CRISTO REI,9,Uso de substância ilícita
2017,9,6,6-SEXTA,29,2,2-TARDE,5,CENTRO,8,Desordem
2018,12,6,6-SEXTA,28,3,3-NOITE,19,BOQUEIRÃO,1,Transporte Coletivo
2020,5,7,7-SABADO,2,2,2-TARDE,25,SÍTIO CERCADO,10,Estacionamento irregular
2017,1,2,2-SEGUNDA,16,3,3-NOITE,19,BOQUEIRÃO,1,Transporte Coletivo
2015,9,7,7-SABADO,5,3,3-NOITE,9,CIDADE INDUSTRIAL,1,Transporte Coletivo
2016,2,5,5-QUINTA,25,2,2-TARDE,35,SANTA CÂNDIDA,9,Uso de substância ilícita
2020,3,5,5-QUINTA,19,2,2-TARDE,26,CAMPO COMPRIDO,10,Estacionamento irregular
2019,2,5,5-QUINTA,7,2,2-TARDE,32,BATEL,9,Uso de substância ilícita
2016,2,2,2-SEGUNDA,1,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2017,1,4,4-QUARTA,11,2,2-TARDE,39,CAMPO DE SANTANA,7,Invasão de equipamento/patrimônio público
2015,9,6,6-SEXTA,11,3,3-NOITE,5,CENTRO,9,Uso de substância ilícita
2018,2,4,4-QUARTA,28,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2020,3,2,2-SEGUNDA,9,2,2-TARDE,9,CIDADE INDUSTRIAL,8,Desordem
2019,5,3,3-TERCA,7,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2017,7,4,4-QUARTA,12,3,3-NOITE,62,JARDIM DAS AMÉRICAS,1,Transporte Coletivo
2019,4,7,7-SABADO,6,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2017,12,1,1-DOMINGO,31,2,2-TARDE,2,ALTO DA RUA XV,5,Vandalismo
2015,8,6,6-SEXTA,14,1,1-MANHA,53,GUAÍRA,5,Vandalismo
2018,4,7,7-SABADO,28,1,1-MANHA,45,ÁGUA VERDE,5,Vandalismo
